"nrounds","max_depth","min_child_weight","eta","gamma","subsample","colsample_bytree","mlogloss"
50,9,1,0.05,2,0.9,0.6,1.09833242875323
100,9,1,0.05,2,0.9,0.6,1.09794462964112
150,9,1,0.05,2,0.9,0.6,1.09950716847544
50,3,5,0.05,2,0.9,0.6,1.09837375596904
100,3,5,0.05,2,0.9,0.6,1.09830405534998
150,3,5,0.05,2,0.9,0.6,1.09900499228236
50,5,5,0.05,2,0.9,0.6,1.09628875474443
100,5,5,0.05,2,0.9,0.6,1.09848260470621
150,5,5,0.05,2,0.9,0.6,1.09652344229177
50,7,5,0.05,2,0.9,0.6,1.09991908506306
100,7,5,0.05,2,0.9,0.6,1.09675820193752
150,7,5,0.05,2,0.9,0.6,1.09810194123105
50,9,5,0.05,2,0.9,0.6,1.09730666612141
100,9,5,0.05,2,0.9,0.6,1.09784305352585
150,9,5,0.05,2,0.9,0.6,1.098251750567
50,3,1,0.1,2,0.9,0.6,1.09939587033837
100,3,1,0.1,2,0.9,0.6,1.0965054288126
150,3,1,0.1,2,0.9,0.6,1.09881860509734
50,5,1,0.1,2,0.9,0.6,1.09639167348436
100,5,1,0.1,2,0.9,0.6,1.09636161632996
150,5,1,0.1,2,0.9,0.6,1.10101622626312
50,7,1,0.1,2,0.9,0.6,1.10072662696189
100,7,1,0.1,2,0.9,0.6,1.10343988036678
150,7,1,0.1,2,0.9,0.6,1.0974038187389
50,9,1,0.1,2,0.9,0.6,1.0995588089681
100,9,1,0.1,2,0.9,0.6,1.09623525755893
150,9,1,0.1,2,0.9,0.6,1.09782893579289
50,3,5,0.1,2,0.9,0.6,1.10018369850035
100,3,5,0.1,2,0.9,0.6,1.09758032313556
150,3,5,0.1,2,0.9,0.6,1.09737493255585
50,5,5,0.1,2,0.9,0.6,1.09916771009209
100,5,5,0.1,2,0.9,0.6,1.09601856272063
150,5,5,0.1,2,0.9,0.6,1.09726187938888
50,7,5,0.1,2,0.9,0.6,1.09881180544183
100,7,5,0.1,2,0.9,0.6,1.10128526273896
150,7,5,0.1,2,0.9,0.6,1.09872725890016
50,9,5,0.1,2,0.9,0.6,1.10225337701588
100,9,5,0.1,2,0.9,0.6,1.10160158305509
150,9,5,0.1,2,0.9,0.6,1.09864000231806
50,3,1,0.01,0,0.6,0.9,1.09747939347814
100,3,1,0.01,0,0.6,0.9,1.09825937105853
150,3,1,0.01,0,0.6,0.9,1.09818453152017
50,5,1,0.01,0,0.6,0.9,1.09838922242915
100,5,1,0.01,0,0.6,0.9,1.09887968419592
150,5,1,0.01,0,0.6,0.9,1.0985119052776
50,7,1,0.01,0,0.6,0.9,1.09848284504783
100,7,1,0.01,0,0.6,0.9,1.09851243036677
150,7,1,0.01,0,0.6,0.9,1.09849675162932
50,9,1,0.01,0,0.6,0.9,1.09788479609444
100,9,1,0.01,0,0.6,0.9,1.09841307700835
150,9,1,0.01,0,0.6,0.9,1.09833342037132
50,3,5,0.01,0,0.6,0.9,1.09845439839813
100,3,5,0.01,0,0.6,0.9,1.09853976893729
150,3,5,0.01,0,0.6,0.9,1.09853128822093
50,5,5,0.01,0,0.6,0.9,1.09754855819095
100,5,5,0.01,0,0.6,0.9,1.09843147995616
150,5,5,0.01,0,0.6,0.9,1.09821673146935
50,7,5,0.01,0,0.6,0.9,1.09780028038125
100,7,5,0.01,0,0.6,0.9,1.09814479091734
150,7,5,0.01,0,0.6,0.9,1.09809319764136
50,9,5,0.01,0,0.6,0.9,1.09787274600978
100,9,5,0.01,0,0.6,0.9,1.09841557032213
150,9,5,0.01,0,0.6,0.9,1.09824227754161
50,3,1,0.05,0,0.6,0.9,1.09891232333927
100,3,1,0.05,0,0.6,0.9,1.09961027112396
150,3,1,0.05,0,0.6,0.9,1.09807133687819
50,5,1,0.05,0,0.6,0.9,1.09958914322138
100,5,1,0.05,0,0.6,0.9,1.09980976157093
150,5,1,0.05,0,0.6,0.9,1.09611950974992
50,7,1,0.05,0,0.6,0.9,1.09887563034696
100,7,1,0.05,0,0.6,0.9,1.09724478466296
150,7,1,0.05,0,0.6,0.9,1.10063030608927
50,9,1,0.05,0,0.6,0.9,1.09697568432333
100,9,1,0.05,0,0.6,0.9,1.10151458629659
150,9,1,0.05,0,0.6,0.9,1.09879402630772
50,3,5,0.05,0,0.6,0.9,1.09937874344885
100,3,5,0.05,0,0.6,0.9,1.09443674581991
150,3,5,0.05,0,0.6,0.9,1.10003731704182
50,5,5,0.05,0,0.6,0.9,1.0985633640675
100,5,5,0.05,0,0.6,0.9,1.10067458371287
150,5,5,0.05,0,0.6,0.9,1.09877292870665
50,7,5,0.05,0,0.6,0.9,1.09964091017537
100,7,5,0.05,0,0.6,0.9,1.09863517963779
150,7,5,0.05,0,0.6,0.9,1.09759302261272
50,9,5,0.05,0,0.6,0.9,1.09912076903957
100,9,5,0.05,0,0.6,0.9,1.09950905198777
150,9,5,0.05,0,0.6,0.9,1.09704816069258
50,3,1,0.1,0,0.6,0.9,1.09731644864907
100,3,1,0.1,0,0.6,0.9,1.09931043940875
