"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","model"
0.05,7,0.1,0.8,1,0.6,100,0.968677090255693,0.00458218185012575,0.713076887302305,0.0321942412609562,0.00729515232995185,0.0178392540416464,"BPM"
0.05,7,0.1,0.8,1,0.8,100,0.963520598884994,0.00328541430585732,0.711134904070953,0.0262367901428664,0.00361955806048653,0.0143195035441305,"BPM"
0.05,7,0.1,0.8,2,0.6,100,0.969073530110678,0.00255967791332541,0.713814778310923,0.0312658495955226,0.00281717991785641,0.0181922791715909,"BPM"
0.05,7,0.1,0.8,2,0.8,100,0.967846399645549,0.00116662637263612,0.712912184958333,0.0248431394179881,0.00132610938139525,0.0109030803637446,"BPM"
0.05,7,1,0.6,1,0.6,100,0.971563357073341,0.000985143594889536,0.715682867155555,0.020706583042561,0.00127797690530501,0.00737584481554159,"BPM"
0.05,7,1,0.6,1,0.8,100,0.966173028800587,0.00214854173967075,0.713044879099523,0.0273291317493597,0.00294527654509818,0.0135236749414608,"BPM"
0.05,7,1,0.6,2,0.6,100,0.972081930727799,0.00100554983662803,0.716318813866837,0.0262546491703905,0.00154660995070694,0.0127710425044031,"BPM"
0.05,7,1,0.6,2,0.8,100,0.963540677541997,0.00284795346562423,0.710678941206952,0.0299760998697829,0.00227161294079865,0.0141059925619435,"BPM"
0.05,7,1,0.8,1,0.6,100,0.968672492812405,0.00203887353803342,0.71127298380081,0.0278827371999764,0.00218294238370718,0.0138951759804485,"BPM"
0.05,7,1,0.8,1,0.8,100,0.968236085476234,0.00100444143589613,0.716010088911497,0.0260452823490929,0.00122438634816075,0.0119977392499072,"BPM"
0.05,7,1,0.8,2,0.6,100,0.972520686621848,0.000849156764108821,0.718390636929515,0.023819376288747,0.000815933678751021,0.00931195015505687,"BPM"
0.05,7,1,0.8,2,0.8,100,0.964913774622824,0.00321819119618353,0.713219356585878,0.0252012126606978,0.00560168762070729,0.0085746792867919,"BPM"
0.1,7,0.1,0.6,1,0.6,100,0.996746856538752,0.00216394340993332,0.728286676305075,0.0327357939694301,0.00235361746766029,0.0207277802266802,"BPM"
0.1,7,0.1,0.6,1,0.8,100,0.994644899944582,0.00077767305487956,0.729786101253587,0.0287192910794705,0.000528322787392425,0.0143707610337718,"BPM"
0.1,7,0.1,0.6,2,0.6,100,0.996522793596017,0.00322760305061125,0.733874788201045,0.0288525901728892,0.00328333197512702,0.0185793040940613,"BPM"
0.1,7,0.1,0.6,2,0.8,100,0.980534197430016,0.00283273671211356,0.723519402050535,0.0275569445841015,0.00238950350363134,0.0134661824913891,"BPM"
0.1,7,0.1,0.8,1,0.6,100,1.00514770028789,0.00027162953210426,0.734849426035334,0.0287749799316536,0.000249682335740268,0.0160628127564227,"BPM"
0.1,7,0.1,0.8,1,0.8,100,0.985087333462625,0.00190573437417652,0.72148437160639,0.025541059119304,0.00276274612664678,0.0112978459317687,"BPM"
0.1,7,0.1,0.8,2,0.6,100,0.998062332384904,0.00135771298580602,0.726799267763079,0.0308306219903623,0.00161372712948314,0.0205223276784131,"BPM"
0.1,7,0.1,0.8,2,0.8,100,0.982139278008919,0.00256990580752832,0.716781671682555,0.0295375784250312,0.00262795810553285,0.016481085112344,"BPM"
0.1,7,1,0.6,1,0.6,100,0.994863213626694,0.00185004705860868,0.725302072096959,0.0314304370786367,0.00194952750989127,0.0185550346297972,"BPM"
0.1,7,1,0.6,1,0.8,100,0.985299086686543,0.00258664375394489,0.724979721799479,0.0322212429373743,0.00317236934267874,0.0150990604403247,"BPM"
0.1,7,1,0.6,2,0.6,100,0.99218643789857,0.0028737117559877,0.727688810045285,0.0289892297116097,0.00459097655532884,0.0144789115113761,"BPM"
0.1,7,1,0.6,2,0.8,100,0.991089390313437,0.0020057528489869,0.727148176943688,0.0256113497051702,0.0024766497224156,0.0150053091800782,"BPM"
0.1,7,1,0.8,1,0.6,100,0.996026461858133,0.0013405450969439,0.731036880212525,0.0304205762868237,0.00117863682337106,0.0235319272965619,"BPM"
0.1,7,1,0.8,1,0.8,100,0.986735296209198,0.00167978392357797,0.724074132275794,0.0293235883423819,0.00317788252145085,0.0152979625316651,"BPM"
0.1,7,1,0.8,2,0.6,100,0.999943234502492,0.00111830838174739,0.732295921901387,0.027998404156472,0.00155437652118555,0.0148201052589187,"BPM"
0.1,7,1,0.8,2,0.8,100,0.985670366573909,0.00350570386435175,0.728030010048935,0.0316515407064342,0.00660833275407678,0.0172882318570183,"BPM"
